Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade,Electricity_Availability,Internet_Accessibility,Peer_Influence,Community_Beliefs,Family_Support,Home_Study_Environment,Motivation_Level,Lecture_Quality,Physical_Health,Psychological_State
22,Male,5.96,86.0,9.1,7.5,5.1,1.05,No,Hybrid,Poor,Good,Yes,2,High,4.4,C,0.19,1,Positive,3.4,1.3,3.5,3.1,1.9,4.4,1.1
22,Male,7.06,68.7,8.1,7.1,5.9,1.99,Yes,Offline,Poor,Good,No,2,High,1.8,A,0.67,2,Neutral,3.6,2.5,4.2,2.7,2.5,3.9,3.3
23,Female,5.59,90.1,6.5,4.0,3.2,2.26,No,Offline,Poor,Good,Yes,2,High,2.5,A,0.94,1,Positive,2.1,2.0,5.0,4.3,2.5,5.0,3.1
19,Female,4.97,70.9,7.6,2.7,4.1,1.98,Yes,Offline,Average,Poor,Yes,1,High,4.3,A,0.58,0,Positive,3.6,2.5,4.4,2.2,3.7,5.0,3.0
18,Male,1.63,79.9,5.1,4.9,5.4,1.72,Yes,Hybrid,Average,Good,No,1,High,6.0,Fail,0.92,0,Neutral,4.0,1.8,3.6,2.1,3.0,3.3,2.1
17,Male,6.08,71.9,6.0,5.0,4.8,2.22,No,Offline,Average,Good,Yes,0,High,3.6,A,0.54,1,Positive,3.3,3.5,4.0,3.3,2.3,4.5,2.8
20,Female,6.03,79.7,6.7,5.9,5.1,2.27,Yes,Online,Good,Good,No,1,High,1.1,A,0.32,2,Positive,1.9,2.0,5.0,3.2,2.8,5.0,2.4
26,Male,5.41,87.1,6.1,2.7,5.3,1.84,No,Offline,Average,Excellent,Yes,3,Middle,4.2,A,0.52,2,Positive,2.4,2.8,4.1,4.2,3.3,3.6,3.5
19,Male,5.04,73.1,5.2,7.9,4.6,1.81,Yes,Hybrid,Poor,Excellent,No,3,Middle,6.1,B,0.21,2,Neutral,3.4,2.9,2.2,3.6,3.2,2.7,2.9
19,Female,5.24,67.6,8.3,8.4,4.4,2.15,Yes,Offline,Average,Excellent,Yes,1,Middle,4.1,B,0.45,2,Positive,3.1,3.2,2.8,2.5,2.3,5.0,2.6
18,Female,6.91,76.9,7.7,2.7,4.2,1.9,No,Online,Average,Average,No,2,High,4.1,A,0.36,1,Positive,1.6,2.7,4.1,3.4,1.0,4.2,2.6
22,Female,4.25,71.2,5.3,4.8,5.4,1.58,No,Hybrid,Poor,Good,No,2,Middle,6.3,B,0.72,1,Neutral,3.3,3.4,3.2,2.5,2.2,3.3,1.7
22,Female,2.58,81.3,9.8,3.8,4.9,2.17,No,Online,Poor,Average,No,2,High,4.6,A,0.19,0,Negative,1.9,3.7,2.7,3.7,3.4,4.9,4.7
22,Female,6.8,67.0,9.0,4.1,3.8,1.47,No,Hybrid,Good,Average,No,1,Low,5.4,A,0.54,0,Neutral,2.0,2.1,3.7,4.2,4.1,4.8,2.3
25,Female,4.24,73.8,7.2,8.7,4.9,1.91,No,Offline,Poor,Average,Yes,1,High,2.8,B,0.93,2,Neutral,1.9,3.0,5.0,1.6,3.2,4.4,2.5
21,Female,4.43,86.5,7.2,5.4,1.9,1.53,No,Offline,Good,Poor,Yes,1,Middle,4.1,A,0.67,1,Positive,1.5,3.2,3.2,2.9,2.4,5.0,2.4
18,Female,5.86,80.7,5.0,5.2,4.0,1.93,No,Offline,Poor,Average,No,3,Low,3.9,A,0.83,0,Positive,1.0,1.8,2.8,3.2,3.3,5.0,2.7
19,Female,4.49,68.9,8.5,7.2,1.2,1.63,No,Hybrid,Poor,Good,No,1,High,6.9,B,0.87,0,Neutral,1.6,2.6,4.0,2.6,4.0,5.0,2.7
22,Male,4.85,76.0,6.7,1.1,7.0,2.39,Yes,Offline,Good,Excellent,Yes,1,Middle,4.2,A,0.88,2,Negative,3.1,2.4,4.2,4.4,3.6,5.0,3.2
22,Male,2.75,81.0,8.2,8.4,3.1,1.83,No,Hybrid,Good,Average,Yes,1,Low,4.5,B,0.94,0,Neutral,3.2,1.8,4.6,1.9,4.4,5.0,2.2
21,Female,7.61,86.6,7.5,9.4,1.5,2.38,Yes,Online,Poor,Excellent,No,1,Middle,3.3,A,0.3,2,Positive,2.7,1.8,4.2,3.7,2.4,4.8,1.3
23,Female,2.31,69.6,6.9,5.8,3.3,1.77,No,Online,Average,Average,No,2,Low,7.6,B,0.34,1,Neutral,2.7,3.4,2.7,1.8,2.0,4.4,1.7
22,Male,7.63,80.6,6.6,1.0,4.0,1.52,No,Hybrid,Average,Average,No,3,Low,1.0,A,0.76,2,Positive,3.1,3.5,3.9,3.9,4.2,4.1,4.6
25,Female,2.45,69.9,5.2,4.5,6.5,1.76,Yes,Online,Good,Good,Yes,1,Middle,6.3,C,0.31,1,Positive,2.3,3.1,1.9,2.4,3.8,5.0,1.4
22,Male,3.56,63.4,7.2,8.4,3.4,2.21,Yes,Online,Average,Good,Yes,1,High,4.7,B,0.59,1,Positive,2.3,1.8,3.8,2.2,4.3,3.3,2.7
24,Female,4.14,89.2,7.0,4.2,1.4,1.93,No,Online,Average,Poor,Yes,1,Middle,3.3,A,0.82,0,Positive,3.3,2.7,3.3,3.9,3.4,4.0,2.1
19,Female,6.74,85.2,6.3,1.7,4.7,1.94,No,Hybrid,Average,Average,No,3,Middle,3.8,A,0.92,0,Positive,4.1,2.1,2.9,4.7,1.1,4.0,4.1
22,Female,5.39,85.9,4.1,5.1,6.7,1.93,No,Hybrid,Poor,Good,No,1,High,5.6,C,0.54,0,Positive,2.1,3.1,5.0,4.0,2.4,4.3,2.9
25,Male,4.06,88.1,5.5,1.1,3.7,1.9,No,Offline,Average,Average,No,3,Middle,4.2,A,0.81,2,Positive,3.1,3.6,2.9,2.7,2.9,4.0,4.0
20,Female,2.48,76.7,7.3,4.8,3.7,1.6,Yes,Online,Average,Good,No,2,Middle,3.5,B,0.84,1,Neutral,2.0,3.5,5.0,2.0,2.2,5.0,3.2
24,Male,6.98,92.2,7.7,4.3,5.1,1.97,No,Online,Average,Good,Yes,2,Middle,4.0,A,0.58,2,Positive,3.4,3.5,5.0,2.6,3.4,4.4,3.1
23,Male,5.05,87.8,9.3,4.0,0.5,1.57,No,Hybrid,Average,Average,Yes,1,Middle,4.1,A,0.88,1,Neutral,5.0,1.2,3.2,3.7,2.5,3.2,3.0
17,Male,5.82,72.1,5.7,7.4,3.0,1.86,No,Hybrid,Average,Excellent,No,0,Low,3.9,C,0.31,2,Positive,3.6,1.8,3.1,3.5,1.6,4.9,1.6
22,Female,4.61,75.1,6.1,5.7,4.0,1.74,Yes,Offline,Poor,Average,Yes,2,High,5.6,B,0.31,2,Negative,3.4,4.4,4.0,2.6,4.0,3.4,2.6
18,Male,3.97,63.2,7.2,7.8,2.6,2.2,No,Hybrid,Average,Good,Yes,1,Low,5.2,B,0.41,2,Negative,3.4,2.4,4.4,2.7,3.5,3.4,1.3
27,Male,6.31,59.4,6.6,5.4,0.5,1.72,No,Offline,Average,Good,No,1,Middle,2.9,A,0.6,2,Neutral,3.1,3.9,4.4,2.9,2.3,4.9,3.2
24,Female,5.58,85.9,5.5,3.8,2.3,1.47,Yes,Hybrid,Average,Excellent,No,1,Middle,2.1,A,0.64,2,Positive,2.7,2.9,3.9,2.8,2.5,2.5,2.9
18,Female,7.27,85.0,7.8,4.3,5.9,1.82,Yes,Hybrid,Good,Good,No,1,Middle,2.5,A,0.46,0,Positive,1.7,2.6,3.6,3.6,2.5,4.8,3.8
18,Female,5.38,71.0,7.9,4.2,4.7,1.69,Yes,Offline,Average,Good,Yes,2,Middle,3.7,A,0.65,1,Neutral,3.0,2.0,3.1,2.5,3.8,4.6,3.2
22,Female,2.15,85.4,6.3,1.2,4.9,2.14,No,Offline,Average,Average,No,4,Middle,3.9,A,0.97,1,Neutral,2.9,3.5,5.0,1.5,3.7,5.0,3.4
20,Male,6.52,79.0,6.2,6.1,3.4,1.3,No,Offline,Average,Good,No,2,Middle,6.5,B,0.52,0,Positive,2.9,2.2,4.3,3.5,2.3,3.0,2.6
17,Female,5.09,64.8,8.8,5.8,6.3,1.98,Yes,Hybrid,Average,Good,No,2,Low,3.1,A,0.57,1,Positive,3.2,3.2,4.4,2.3,2.7,5.0,3.4
21,Female,4.52,85.0,6.6,6.4,4.0,1.52,No,Hybrid,Poor,Good,No,2,High,4.3,C,0.59,0,Positive,3.6,3.5,3.9,2.6,4.3,4.9,2.9
20,Male,1.45,84.3,5.2,4.2,5.5,1.69,No,Hybrid,Average,Excellent,No,1,Low,6.8,C,0.94,2,Negative,3.4,2.1,4.3,1.7,3.4,3.6,2.2
18,Male,3.26,84.8,7.2,6.2,4.0,1.78,No,Offline,Average,Poor,Yes,2,High,3.8,B,0.37,0,Neutral,2.7,1.9,4.5,3.3,3.5,3.9,2.9
24,Male,5.32,71.9,4.5,3.2,1.0,1.54,Yes,Offline,Poor,Excellent,No,4,Middle,3.0,A,0.85,1,Negative,3.4,3.0,3.0,4.0,4.6,4.3,2.7
26,Male,3.73,65.1,7.0,4.6,2.2,2.33,Yes,Hybrid,Average,Excellent,Yes,3,Low,3.5,B,0.3,2,Neutral,2.2,2.4,4.3,3.5,3.4,4.7,3.5
23,Female,5.5,83.1,6.6,4.5,4.2,2.07,Yes,Online,Poor,Good,Yes,2,Low,1.0,A,0.34,1,Positive,1.4,2.8,3.8,2.1,2.7,3.5,3.9
24,Female,6.19,90.5,6.6,4.0,5.8,1.8,No,Hybrid,Good,Good,Yes,3,High,4.7,A,0.32,1,Positive,2.5,3.0,2.6,5.0,2.6,4.8,3.4
19,Female,4.96,100.0,6.6,5.3,6.0,1.53,Yes,Offline,Average,Average,No,2,Middle,6.0,B,0.75,2,Positive,3.0,4.0,2.9,3.2,2.6,5.0,3.0
19,Female,3.11,59.2,8.6,8.0,4.4,1.52,No,Offline,Good,Excellent,Yes,0,Low,6.0,B,0.62,2,Positive,1.3,2.8,3.8,2.7,4.0,4.0,2.6
19,Male,5.85,75.0,6.0,8.1,6.0,1.49,No,Offline,Good,Average,No,1,Middle,7.7,B,0.54,1,Positive,3.1,3.4,5.0,1.6,3.8,4.3,2.4
23,Female,5.72,89.0,6.2,4.0,3.6,2.04,Yes,Offline,Average,Good,No,1,High,6.3,A,0.83,1,Positive,3.2,2.2,4.3,3.4,3.5,5.0,3.2
26,Male,4.49,85.3,7.0,7.5,5.5,1.81,No,Hybrid,Average,Good,Yes,1,Middle,3.9,B,0.41,2,Positive,3.8,2.9,4.4,2.6,3.2,3.9,2.4
23,Non-Binary,1.19,90.1,7.0,1.0,1.8,1.6,Yes,Online,Average,Excellent,No,3,Middle,6.8,B,0.68,2,Negative,3.4,4.6,3.7,1.9,3.7,4.1,2.9
25,Male,2.51,66.6,7.0,5.4,5.6,2.04,No,Offline,Average,Good,Yes,2,Middle,5.3,C,0.9,0,Neutral,1.7,2.7,4.2,2.1,1.8,5.0,2.3
22,Female,6.58,67.2,7.2,3.8,4.2,2.17,No,Offline,Poor,Good,Yes,3,Low,2.9,A,0.42,0,Neutral,3.3,3.0,4.2,4.8,3.0,2.8,2.2
20,Male,4.46,86.3,6.6,4.5,7.6,1.7,Yes,Hybrid,Average,Average,No,3,Middle,3.1,A,0.47,2,Positive,3.0,2.5,4.7,2.5,2.8,3.9,3.2
20,Male,1.38,58.9,5.7,6.4,6.0,1.23,No,Online,Good,Average,No,0,High,7.0,Fail,0.73,2,Neutral,3.4,2.8,3.6,2.1,1.7,5.0,2.6
17,Male,4.61,74.3,6.5,7.3,3.0,1.52,No,Offline,Poor,Average,No,1,Middle,6.4,C,0.87,2,Neutral,4.1,1.1,4.0,2.2,3.8,3.2,1.6
17,Female,5.07,63.5,8.2,6.0,7.7,1.9,Yes,Online,Average,Excellent,No,3,Middle,6.9,B,0.69,2,Positive,2.3,3.1,3.2,3.3,3.1,4.8,2.2
23,Female,6.25,80.8,7.3,3.7,4.4,1.53,No,Hybrid,Good,Good,No,0,Middle,5.1,A,0.58,2,Positive,2.7,2.9,4.1,4.2,3.3,4.3,2.7
20,Male,5.84,76.9,7.9,3.6,5.6,1.77,No,Hybrid,Poor,Good,Yes,3,Middle,2.6,A,0.43,1,Positive,3.0,1.7,3.8,4.1,3.1,3.0,3.9
21,Female,5.73,94.5,5.8,6.5,2.5,1.99,No,Hybrid,Good,Good,No,1,Middle,2.1,A,0.78,0,Positive,2.5,3.1,3.2,3.0,2.1,3.1,3.7
21,Female,3.43,76.8,8.7,4.6,3.4,1.88,No,Offline,Good,Good,No,0,Middle,4.4,A,0.75,0,Positive,1.1,3.8,4.0,3.8,1.7,3.3,4.7
19,Female,1.61,93.1,8.2,4.0,5.9,2.02,No,Hybrid,Average,Average,Yes,3,Low,5.3,A,0.53,1,Positive,3.9,2.8,4.4,2.0,1.3,4.8,2.2
21,Female,3.73,82.7,6.3,4.5,2.9,1.81,Yes,Offline,Average,Average,No,1,High,5.7,A,0.74,2,Negative,1.0,2.9,4.5,2.8,2.4,4.2,2.3
21,Male,7.71,76.1,6.0,2.0,3.1,1.59,Yes,Offline,Average,Average,No,1,Low,3.4,A,0.62,1,Neutral,3.3,2.1,2.7,3.8,3.2,3.4,3.5
20,Male,1.93,64.9,6.6,6.7,1.4,1.5,No,Online,Average,Good,Yes,1,Middle,7.2,D,0.24,2,Positive,1.7,1.5,3.7,3.3,4.4,4.7,2.1
24,Female,6.75,85.3,9.0,3.6,3.8,1.79,Yes,Offline,Average,Average,No,2,Middle,5.1,A,0.62,0,Positive,2.0,3.1,3.4,2.0,1.0,4.7,4.6
20,Female,1.95,73.5,8.8,5.0,2.7,1.72,No,Offline,Average,Good,Yes,1,High,3.5,C,0.74,0,Negative,3.6,1.4,4.5,1.4,1.0,5.0,3.5
22,Non-Binary,2.35,97.4,4.3,8.3,7.0,2.21,No,Hybrid,Good,Good,No,0,High,6.6,C,0.92,2,Neutral,4.2,1.7,3.0,1.0,2.4,4.6,1.5
25,Female,5.16,78.6,8.5,9.2,0.5,1.71,No,Hybrid,Good,Good,Yes,3,Low,5.0,A,0.65,1,Positive,3.3,1.1,4.2,2.4,3.7,5.0,1.1
25,Male,3.31,84.9,8.7,1.0,3.4,1.41,Yes,Offline,Poor,Average,No,2,Middle,4.6,A,0.66,2,Positive,2.7,3.0,4.7,3.2,3.5,5.0,3.5
25,Female,4.46,86.4,6.2,5.6,4.3,2.28,No,Offline,Average,Average,No,2,Low,3.9,A,0.34,2,Positive,2.8,3.3,2.0,1.5,2.8,4.4,2.6
19,Male,2.63,54.4,7.8,2.3,3.2,1.52,Yes,Hybrid,Average,Average,No,0,Low,9.6,C,0.46,0,Positive,4.3,3.0,3.6,3.7,1.0,4.6,3.7
17,Non-Binary,5.21,73.1,6.7,3.1,3.0,1.96,Yes,Offline,Good,Good,Yes,2,High,7.0,A,0.16,2,Neutral,4.2,3.7,2.8,4.1,1.4,4.7,2.3
19,Male,6.65,81.4,7.5,4.8,4.6,1.67,No,Online,Poor,Average,Yes,3,Low,3.5,A,0.15,1,Positive,3.5,2.7,3.7,3.5,4.1,5.0,3.2
19,Female,2.01,84.5,7.9,6.2,7.5,1.79,No,Online,Average,Excellent,Yes,2,Low,5.7,C,0.14,2,Neutral,4.2,3.3,3.4,1.3,3.3,5.0,2.0
25,Female,6.03,79.0,6.4,6.0,6.7,2.12,Yes,Offline,Good,Good,No,2,Low,5.0,A,0.67,0,Positive,2.5,2.2,4.7,5.0,3.9,3.9,2.4
22,Male,5.69,94.5,4.7,3.7,1.9,1.66,Yes,Hybrid,Average,Average,Yes,2,Middle,3.6,A,0.62,1,Positive,3.7,4.1,5.0,4.1,3.8,3.9,2.7
18,Male,6.51,89.6,8.2,4.8,2.7,2.22,No,Online,Average,Good,No,3,High,5.4,A,0.78,1,Positive,1.7,2.4,4.0,4.3,5.0,5.0,2.8
18,Female,0.37,88.9,7.4,9.9,5.5,1.68,No,Online,Good,Good,No,1,Middle,4.7,D,0.22,0,Neutral,2.5,2.1,3.5,1.0,2.6,4.4,1.3
18,Female,6.73,92.8,4.9,6.1,3.2,1.67,No,Online,Average,Good,No,1,Middle,3.3,A,0.55,0,Positive,2.6,1.3,5.0,2.5,2.6,2.3,1.1
22,Male,2.62,65.7,8.4,1.3,4.2,1.41,Yes,Hybrid,Good,Average,Yes,1,Middle,5.9,B,0.5,2,Neutral,4.2,4.0,1.9,2.3,3.4,3.8,2.7
23,Female,4.43,89.5,8.3,5.9,3.1,1.75,No,Online,Average,Average,No,0,Middle,5.0,A,0.75,0,Positive,2.8,1.4,2.9,2.5,4.1,4.0,2.5
25,Female,4.04,78.2,5.4,2.2,3.8,1.17,Yes,Hybrid,Average,Average,Yes,1,Middle,2.9,B,0.51,0,Neutral,4.0,3.9,4.6,3.0,1.4,3.1,4.5
26,Male,2.89,65.7,7.5,4.3,2.1,1.7,Yes,Hybrid,Average,Average,No,2,Middle,3.9,B,0.37,0,Negative,2.4,2.4,2.7,2.6,2.5,5.0,3.6
19,Male,3.19,87.6,6.2,8.0,0.8,1.24,Yes,Online,Average,Good,No,0,Middle,3.5,C,0.78,0,Positive,3.7,1.3,5.0,3.1,2.9,5.0,1.7
19,Female,3.46,94.1,7.0,5.4,3.8,1.86,Yes,Hybrid,Good,Good,Yes,1,High,4.4,C,0.94,1,Positive,3.5,2.8,3.8,3.4,3.1,4.0,3.1
19,Female,5.26,89.9,8.5,2.6,0.5,1.99,No,Hybrid,Average,Excellent,Yes,2,Low,1.8,A,0.43,2,Positive,1.0,2.4,3.8,4.1,3.7,4.6,3.7
20,Female,6.38,86.2,7.5,8.5,5.0,2.39,No,Online,Poor,Poor,No,1,Low,4.7,A,0.09,0,Positive,4.0,2.8,3.1,3.8,4.4,2.9,3.2
26,Female,4.32,76.1,7.4,3.9,6.2,1.56,No,Online,Average,Poor,Yes,2,High,6.1,C,0.77,0,Neutral,2.5,2.6,4.2,3.4,3.9,5.0,2.7
21,Male,6.49,99.7,6.6,4.7,3.7,2.2,No,Online,Average,Good,No,1,Middle,3.3,A,0.39,2,Neutral,1.8,2.7,3.9,4.9,3.1,4.9,3.0
23,Male,5.22,86.2,7.9,7.7,5.1,2.01,No,Offline,Average,Average,Yes,2,High,4.0,A,0.65,2,Positive,2.1,2.1,4.4,2.8,3.2,3.6,2.1
21,Male,7.21,76.4,7.9,7.5,4.7,2.15,No,Hybrid,Poor,Average,No,3,Middle,5.3,A,0.64,2,Positive,2.4,1.1,4.4,3.4,3.1,5.0,3.2
17,Male,2.26,69.5,8.5,7.3,2.8,1.49,No,Hybrid,Average,Good,No,0,Middle,4.9,D,0.23,2,Negative,2.2,2.6,4.7,1.5,4.9,4.2,2.4
17,Female,5.2,79.6,8.8,3.8,2.1,1.55,No,Online,Average,Average,No,2,Middle,1.0,A,0.68,1,Neutral,2.1,2.5,4.5,2.7,3.8,4.3,3.0
21,Female,4.83,63.3,6.4,3.0,1.5,1.87,No,Offline,Average,Good,No,1,Low,4.6,A,0.56,2,Positive,2.8,2.5,4.5,3.6,2.0,3.6,3.1
23,Male,5.18,89.6,7.4,4.2,4.5,1.9,Yes,Offline,Good,Average,No,3,High,3.0,A,0.79,1,Positive,3.4,2.7,4.1,3.2,2.8,4.3,3.5
19,Male,5.61,90.2,5.0,6.5,4.6,1.9,Yes,Hybrid,Average,Good,Yes,0,Middle,3.2,B,0.8,2,Positive,4.2,4.0,2.8,4.2,2.2,3.0,2.7
23,Female,6.52,77.1,8.5,7.1,2.3,2.39,No,Offline,Good,Excellent,No,2,High,4.3,A,0.73,2,Positive,4.6,1.5,3.4,2.2,4.1,3.5,3.0
24,Female,5.2,65.0,5.4,7.5,1.7,1.55,Yes,Hybrid,Good,Average,Yes,1,Middle,1.9,B,0.61,1,Neutral,5.0,1.0,5.0,1.7,1.3,4.8,3.0
20,Female,5.95,73.3,7.5,6.4,1.7,1.68,No,Online,Average,Excellent,Yes,3,Low,3.0,A,0.34,2,Positive,3.3,3.1,4.9,3.3,2.4,5.0,2.7
23,Female,4.34,97.5,5.1,2.4,3.0,1.64,Yes,Online,Average,Good,No,2,Middle,1.0,A,0.51,2,Positive,2.9,2.7,2.7,2.9,2.5,3.6,3.3
20,Female,4.62,96.2,7.3,4.5,6.8,1.46,No,Online,Poor,Excellent,No,2,Low,5.7,B,0.8,1,Positive,3.7,2.3,3.1,3.1,2.5,4.2,3.1
22,Female,3.65,86.6,4.7,7.1,4.9,1.65,Yes,Offline,Good,Average,Yes,2,Middle,6.7,B,0.57,2,Neutral,1.9,1.9,3.5,2.9,2.2,3.3,1.7
23,Male,7.05,96.2,7.4,1.6,3.8,2.01,No,Online,Good,Good,No,3,Middle,2.8,A,0.88,2,Positive,2.8,4.1,4.2,4.2,2.7,3.8,3.6
29,Male,6.47,90.0,7.6,2.4,6.3,1.53,No,Offline,Average,Good,No,2,Middle,2.5,A,0.83,2,Neutral,3.4,3.1,5.0,3.3,4.0,4.6,3.6
20,Male,7.47,75.5,6.1,4.7,4.9,1.3,Yes,Hybrid,Poor,Good,Yes,3,High,6.1,A,0.42,1,Positive,2.1,2.1,4.8,3.1,3.3,3.2,2.7
20,Female,3.98,73.2,8.5,4.7,7.5,1.62,Yes,Online,Average,Good,No,1,High,5.6,B,0.56,2,Negative,4.0,2.8,3.0,3.8,3.5,5.0,3.2
18,Female,4.55,87.2,7.9,4.8,3.9,1.76,Yes,Offline,Good,Good,No,1,High,7.2,A,0.39,0,Positive,3.5,3.1,2.8,3.1,4.0,4.1,2.2
19,Female,9.84,91.8,5.6,7.3,3.4,2.03,Yes,Hybrid,Average,Excellent,Yes,2,Low,4.0,A,0.78,2,Neutral,2.6,2.2,2.5,4.0,3.8,5.0,2.3
23,Male,7.05,58.9,5.9,6.1,6.0,2.09,Yes,Offline,Good,Average,No,3,Middle,4.1,A,0.59,0,Negative,3.4,2.8,3.0,3.2,1.2,5.0,2.5
26,Male,2.02,80.4,8.7,6.1,3.1,1.73,Yes,Hybrid,Poor,Average,No,0,High,7.6,C,0.62,0,Neutral,2.8,2.8,2.9,2.2,3.0,5.0,3.3
20,Male,6.38,70.1,5.3,5.4,4.9,1.96,No,Offline,Average,Good,No,0,Middle,4.7,B,0.67,0,Neutral,1.3,1.0,4.6,2.7,3.0,4.6,2.9
18,Male,5.6,61.7,8.6,7.4,3.5,2.06,No,Hybrid,Poor,Good,Yes,1,Low,3.9,A,0.93,2,Neutral,4.1,3.6,2.8,3.3,1.7,3.0,3.5
19,Female,4.23,73.5,7.5,8.1,4.5,2.12,No,Online,Good,Good,No,2,High,1.6,B,1.0,1,Negative,2.9,2.6,4.8,2.7,4.5,5.0,2.8
20,Female,4.35,80.6,5.4,8.9,3.2,1.71,No,Hybrid,Average,Good,Yes,3,High,8.1,C,0.56,1,Neutral,3.3,1.0,2.9,1.6,1.8,4.3,2.1
19,Non-Binary,3.21,83.0,5.6,5.6,5.1,1.8,No,Online,Average,Excellent,Yes,1,Middle,6.2,C,0.87,2,Negative,3.7,3.4,5.0,3.4,2.5,3.9,1.5
19,Female,3.86,81.7,7.5,5.9,3.1,1.73,No,Offline,Average,Good,Yes,2,Middle,4.5,B,0.79,2,Negative,1.2,3.9,4.5,1.5,2.8,4.0,4.1
23,Female,3.37,86.4,7.2,2.6,3.4,1.59,Yes,Offline,Average,Average,No,2,Low,6.3,B,0.68,0,Neutral,2.9,3.3,4.4,4.0,3.9,4.1,4.0
17,Female,2.58,76.3,6.7,3.7,3.6,1.68,Yes,Online,Good,Average,No,3,Middle,3.2,B,1.0,2,Neutral,2.3,2.8,4.0,2.3,2.7,3.7,3.4
21,Male,4.14,69.0,8.3,3.2,1.6,1.7,No,Online,Average,Excellent,Yes,1,Middle,3.8,B,0.29,2,Negative,4.4,3.7,4.1,3.4,2.2,4.4,2.9
24,Female,3.14,100.0,8.1,9.1,4.2,1.83,No,Hybrid,Poor,Good,Yes,1,Middle,6.5,C,0.42,2,Positive,3.0,1.9,3.3,2.1,4.5,3.4,1.1
19,Female,6.33,100.0,5.8,7.6,3.1,2.14,Yes,Offline,Good,Excellent,Yes,2,Low,3.6,A,0.79,2,Neutral,2.9,2.0,5.0,2.1,3.3,3.4,1.8
22,Female,6.97,68.2,5.8,1.6,4.6,1.93,No,Hybrid,Average,Average,Yes,2,Low,4.1,A,0.4,2,Positive,2.6,3.2,2.3,3.6,1.6,3.6,3.5
22,Male,4.6,70.1,5.9,7.5,5.5,2.39,Yes,Offline,Good,Good,No,5,Middle,4.2,A,0.67,0,Neutral,4.6,2.6,3.9,3.7,3.1,4.0,1.8
22,Male,4.23,67.4,6.1,3.9,2.6,1.98,Yes,Offline,Average,Good,No,2,Middle,4.6,A,0.36,2,Negative,2.3,3.1,3.3,3.8,3.7,4.2,3.7
20,Male,6.17,80.9,6.1,3.6,5.6,2.16,Yes,Offline,Poor,Average,No,1,Middle,2.0,A,0.44,2,Positive,2.0,3.2,2.4,4.5,3.3,4.4,4.6
20,Female,4.67,79.9,7.6,6.0,3.8,1.8,Yes,Hybrid,Average,Good,No,0,Middle,6.9,B,0.72,2,Positive,2.2,1.3,4.9,2.2,3.6,2.7,1.3
24,Male,8.93,71.8,4.3,1.6,3.8,1.4,No,Offline,Average,Good,No,4,Middle,2.7,A,0.72,1,Positive,2.4,2.8,3.1,3.7,3.4,4.7,4.0
23,Female,1.47,81.6,8.5,1.7,5.3,1.89,No,Online,Poor,Good,Yes,0,High,5.0,B,0.48,0,Negative,3.0,4.1,2.5,2.8,2.3,5.0,3.1
19,Female,0.24,82.6,7.8,7.9,7.2,1.77,No,Offline,Good,Excellent,Yes,0,Low,6.2,D,0.66,1,Negative,3.7,1.8,4.2,1.8,1.4,5.0,2.7
18,Male,2.71,84.9,6.2,5.9,3.1,1.7,No,Online,Poor,Excellent,No,0,High,4.7,B,0.53,2,Positive,2.2,1.3,2.7,1.9,4.2,3.0,2.5
17,Female,5.86,79.7,7.9,4.6,2.2,1.84,Yes,Offline,Good,Excellent,No,1,High,3.7,A,0.76,1,Positive,4.5,4.4,4.9,3.3,2.9,4.6,3.4
18,Female,6.46,75.5,7.5,6.5,3.5,1.67,No,Online,Average,Excellent,No,3,Middle,4.7,A,0.58,2,Neutral,3.3,4.1,4.7,3.4,3.3,4.0,3.6
22,Male,3.96,80.7,6.4,5.9,4.6,1.67,No,Hybrid,Poor,Good,No,1,High,5.2,A,0.68,0,Positive,1.6,3.7,3.2,3.7,2.8,4.0,2.2
17,Female,4.94,60.0,8.7,2.8,3.7,2.01,No,Hybrid,Good,Average,No,2,Middle,4.8,A,0.54,0,Neutral,1.1,3.0,4.4,3.5,2.7,5.0,3.8
20,Male,4.33,77.2,6.8,5.9,8.3,2.11,Yes,Hybrid,Average,Excellent,Yes,3,Middle,3.1,A,0.22,1,Neutral,3.0,3.0,2.4,3.2,4.0,3.8,3.4
23,Male,5.89,61.8,6.8,4.7,4.2,1.44,Yes,Offline,Poor,Good,Yes,2,Low,5.5,B,0.44,2,Positive,2.3,2.1,3.0,2.6,2.8,3.0,2.8
19,Female,8.95,82.5,7.6,5.2,4.6,1.88,Yes,Hybrid,Average,Average,No,2,Middle,3.8,A,0.67,0,Positive,2.1,2.4,3.9,2.4,3.7,5.0,2.6
23,Female,0.38,84.5,6.1,3.3,7.8,1.98,No,Offline,Average,Good,No,1,Middle,6.5,D,0.5,2,Negative,2.4,2.3,2.6,3.5,1.5,4.6,1.5
23,Non-Binary,9.36,79.7,8.5,3.1,2.3,1.7,Yes,Online,Average,Average,Yes,1,Middle,4.3,A,0.91,2,Positive,2.4,3.6,3.1,4.2,1.6,4.4,1.6
